review,label,nle
"there is nothing like american history x in theaters or on video. 
 no other feature film takes such a cold hard look at the lure, the culture, and the brotherhood of white supremacy. 
 nice guy ed norton jr. 
( who sang in everyone says i love you) 
 plays derek, a twenty- year old skinhead. 
 dad 's subtle racism grew large in derek, after gang members killed his father. 
 dad was fighting a fire when they shot him. 
 now derek keeps his head shaved and has a giant swastika tattooed over his heart. 
 derek is more interested in the ideas of white supremacy than in its culture of violence. 
 at a basketball court, black and white tempers flare. 
 derek channels the aggression into a game, black versus white, for ownership of the courts. 
 when the choice presents itself, derek goes for game point instead of the sucker- punch. 
 cameron( stacy keach) steps in to derek 's life as a surrogate father. 
 he takes derek under his wing and nurtures his racist feelings. 
 keeping his own criminal record spotless, he uses derek as a leader and organizer for high- visibility racial intimidation. 
 derek obliges by leading his younger and dumber friends in race- motivated mob crimes. 
 at the bottom of the chain, derek 's younger brother danny( edward furlong, made famous in terminator 2) joins the skinheads not for ideological or intellectual reasons, but because he admires his brother and he wants to belong. 
 one night three black youths break into derek 's truck, which is exactly what derek has been waiting for. 
 outside in his shorts and his tattoo, he shoots them all. 
 the third would- be thief, unarmed, is only wounded. 
 in the key scene of the film, derek commands the kid into a position where he can be killed with one glorious, enraptured, awful stomp. 
( the fun- spoiling nc-17 of orgazmo seems even more inappropriate, considering american history x was rated r. 
 what sort of country is this that says sex comedies are a bigger threat to our youth than brutal, ecstatic violence?) 
 the police arrive just as derek kills the last thief. 
 derek does not resist the cops, and as they spin him around to cuff him, the film slows down. 
 derek raises his eyebrows and smiles at his little brother in a chilling, sadistic, satisfied grin. 
 now in prison, derek faces new challenges. 
 as the black man in the laundry tells him,"" in",positive,"The review is positive because it appreciates the unique and hard-hitting portrayal of white supremacy in the movie. It praises the performances of the actors, especially Ed Norton Jr., and the realistic depiction of racism and violence. The reviewer criticizes the rating of the movie but overall, the review is positive."
"i suppose an argument could be made that toy story is one of those films that did n't need a sequel. 
 beloved by kids and their parents, respected equally by mainstream america and geekish movie buffs, that first movie remains a landmark of recent history, the one that burst open the possibilities of computer animation and demonstrated through wild invention and giddy chutzpah just how complacent the disney animation machine had become in cranking out fluffy razzle- dazzle entertainment full of formula storytelling and banal songwriting. 
 if disney was embarrassed at being beaten at its own game( toy story was a smash hit of unexpected proportions, and one that caught the merchandising end of the business unaware as demand for action figures far outstripped supply), it did n't show, and as distributor and part- owner of the property, at least it had a piece of the action. 
 toy story 2 was greenlighted as a direct- to- video project, disney 's standard tactic for milking a few more bucks out of hot franchises without expending the effort of developing a proper feature film. 
 as someone who does n't believe sequels are necessarily a bad thing( granted, they usually are a bad thing, but that 's because they 're made for the wrong reasons), i had to wonder what in the world they were thinking. 
 fortunately, disney claimed to have been so knocked- out by early animation tests that they let pixar go full- speed ahead with a theatrical sequel. 
 lucky thing, too -- like the first movie, 
 this one is a joy to behold on the big screen, and technically, it improves on its predecessor on just about every level. 
( from a business standpoint, the end credits show that the new creations are copyrighted by pixar, while the previous film 's elements are shared between pixar and disney, a sign of the production house 's new cachet in hollywood.) 
 visually, the main shortcoming of this fully computer- generated movie is that human figures are still rendered relatively poorly, making them look a little creepy. 
 fortunately, that eerie unreality fits in perfectly with the perspective of the movie, where the secret world of toys is more immediate, and arguably more attractive, than the world of the humans who surround them. 
 as before, the story is predicated on the premise that the toys scattered around the bedroom of a little boy named andy -- and, indeed, all the toys scattered around the bedrooms of all little children -- come to life in the child 's absence. 
 while the toys scamper about and chatter endlessly among themselves, the real",positive,"The review is positive because it praises the sequel of Toy Story. It appreciates the technical improvements over its predecessor and the joy of watching it on the big screen. The reviewer criticizes the rendering of human figures but overall, the review is positive."
"edward zwick 's"" the siege"" raises more questions than it can convincingly answer or even clearly articulate. 
 its subject is the rising threat of terrorism in american cities. 
 denzel washington is anthony"" hub"" hubbard, who runs the fbi 's anti- terrorism task force in new york. 
 his investigation into arab terrorist cells intensifies when suicide bombers take out a busload of people. 
 hub focuses on a mysterious cia operative( annette bening), whose goes by both"" elise"" and"" sharon. 
"" 
 as the terrorist attacks continue and the body count rises, the question of martial law is raised. 
 enter general devereaux( bruce willis), who opposes martial law at first but who, as soon as the president decides to send in the army, begins herding arab immigrants into a prison camp and attacking every link that hub uncovers in the terrorist chain. 
 hub listens as devereaux tortures and murders a suspect. 
 the future zwick and screenwriter lawrence wright offer is all too possible. 
 what would happen, they ask, if terrorism became as much a fact of daily life in new york as it is in cities like beirut and belfast? 
 what would happen to our civil liberties if soldiers patrol our streets with machine guns? 
 these questions"" the siege 
"" answers in realistic detail. 
 it implies tougher ones, though: what can be done to combat terrorism without sacrificing justice and freedom? if we encourage terrorism abroad( from bening 's character we discover that the cia trained the bombers), will it inevitably come back to us? 
"" siege"" avoids the tougher questions by endowing its hero, hub, with a uncompromising sense of clear right and wrong. 
 this comforting fantasy of sir galahad confronting the evils of the modern world is an escape from the thought- provoking issues the movie raises. 
 still, zwick deserves credit for at least addressing the issue with as much realism as he does where so many movies( willis'"" die hard"" series, for example) offer only a comic- book view on terrorism. 
",positive,"The review is positive because it appreciates the movie's realistic portrayal of the threat of terrorism in American cities. It praises the performances of the actors and the thought-provoking questions raised by the movie. The reviewer criticizes the avoidance of tougher questions but overall, the review is positive."
"a wonderful little movie that is really interested in its characters and in its theme. 
 the scene of"" second best"" is laid in wales. 
 james( chris cleary miles) is a 10-year- old boy who must live in a home because his father( keith allen) is in prison and his mother committed suicide. 
 james is a mentally unbalanced child. 
 he ca n't forget what happened in the past, and he dreams of living a happy life with his beloved father. 
 in the home he feels sadly and lonely. 
 one day, a social worker( alan cumming) tells him of a person who wants to adopt him. 
 this person is graham holt( william hurt). 
 graham manages a post office and shop in a village. 
 he is a single and has n't any real friends. 
 his mother is dead, and his father is ill and will die. 
 graham feels that he has been a disappointment to his parents. 
 there has never been real love between his parents and him. 
 graham 's monotonous life would get a new sense if he could adopt james. 
 but graham has not only to convince the institutions, but must also win the love of james. 
 james and graham have to open theirselves. 
 they must get to know each other and learn to understand and trust the other person. 
 james and graham aid each other to cope with their problems. 
 but will their relationship really have a future? 
"" second best"" is based on a novel by david cook who also wrote the screenplay. 
 the film was directed by chris menges who had made his directing debut with the very good anti- apartheid drama"" a world apart""( 1987/88). 
 and maybe,"" second best"" is even a greater picture. 
 this precise, richly detailed, sensitively and convincingly directed study about a special adoption treats its theme with great seriousness. 
 the breathtakingly intense film shows the necessity of human contact and communication. 
 william hurt delivers an outstanding performance as graham holt. 
 and chris cleary miles is remarkably convincing in the role of the boy. 
 the supporting cast is also fine( especially jane horrocks as debbie, a social worker who is charged to examine graham 's living circumstances)."" second best"" is an underestimated masterpiece. 
 it 's a pity that films like this one are made so seldom 
. 
 i eagerly await menges' next directorial work,"" the lost son"", which will star daniel auteuil. 
",positive,"The review is positive because the reviewer praises the movie for its character development, theme, and performances. They also appreciate the film's seriousness in treating its theme and call it an ""underestimated masterpiece""."
" shagadellic!"","" groovy, baby!"" 
"" smashing! 
"" adorn the 1/4 page ad for this movie tabbed as"" the# 1 comedy in america"" as of may 8th. 
 did we attend the same movie?! 
 at 87 minutes 
 it seemed overlong, like a snl skit on steroids, and at any length 
 it seemed unfunny. 
 yes, the sets and costumes were an interesting exaggeration of 60s pop frills, and yes, the concept, dealing with a 60s secret agent/ pop icon( played by myers) awakened from his cryogenic slumber to battle his arch enemy( dr. 
 evil, also played by myers) in the present day, had a great deal of potential. 
 fun costumes and scenery and potential 
 do not a movie make 
 so lets throw in a hefty dose of bathroom humor. 
 do n't get me wrong, i like a good"" bubbles in the bathtub joke"" as much as the next person, but to have this type of humor be the funniest thing about your movie 
 is a waste of yuor talent and my money. 
 but, the way things work these days in the movie business, all a film has to do is 
 call itself the funniest and people will believe it. 
 i do give this film stars because of the sets, costumes, and sadly, unmet potential. 
",negative,The review is negative because the reviewer found the movie unfunny and overlong. They also criticize the movie for relying heavily on bathroom humor and not living up to its potential.
"synopsis: shrek( myers) is an ogre living in contented solitude deep in the heart of a forest, until his home is invaded by fairy tale creatures fleeing the rule of the evil lord farquaad( john lithgow). 
 farquaad agrees to relocate the pests, on the condition that shrek rescues princess fiona( diaz) -- whom farquaad desires to we d -- from a far- off castle. 
 grudgingly, shrek sets out, joined in his quest by an unwanted companion, donkey( murphy). 
 review: 
 one memorable aspect of disney 's"" aladdin"" was that it finally gave robin williams a character -- the genie -- to best take advantage of his comic talents. 
"" shrek"" does the same for eddie murphy; ironically, though, murphy 's ideal vessel turns out to be an ass. 
 all the same,"" shrek"" does represent murphy 's best comic outing in years, and as donkey he steals all the best lines. 
 for instance, after getting belted with pixie dust while trying to conceal his nature as a magical creature, donkey soars into the air and scoffs,"" now i 'm a flying talking donkey!"" and despite its many contributors, the script for"" shrek"" is full of such comic gems. 
 myers is delightful in more of a straight man role, and lithgow also gets some great moments 
( watch for a hilarious repartee with the gingerbread man). 
"" shrek"" takes great pleasure in lampooning fairy tales and nursery rhymes of all sorts, and reserves a few delightful knocks at disney in the bargain 
. 
 things do go somewhat astray during the film 's middle segment, which concentrates too much on the main characters at the expense of some of the terrific fairy tale satire which is the movie 's greatest strength. 
 but even then, one can always sit back and enjoy the beautiful computer animation, whose remarkable use here represents yet another dazzling leap forward for the technology. 
",positive,"The review is positive because the reviewer praises the performances, especially Eddie Murphy's, and the script. They also appreciate the movie's satirical take on fairy tales and its impressive computer animation."
"you 'd think that after awhile hollywood would stop trying to make movies out of video games. 
 it has n't worked so far. 
"" street fighter?"" 
"" super mario brothers? 
"""" wing commander? 
"""" mortal kombat?"" not a watchable film in the bunch. 
 still i held out some hope for"" tomb raider. 
"" 
 after all, the game 's premise is heavily influenced by the indiana jones trilogy and all the mummy movies, so there are cinematic elements imbedded in the concept. 
 however, despite the potential of the project,"" tomb raider"" proves to be yet another bomb. 
 the plot is a convoluted accumulation of nonsense probably borrowed from a dozen bad movies. 
 there 's a once- ever-5000-years alignment of planets coming up, and the illuminati have to find both halves of an ancient triangle that controls time in order to take over the world. 
 of course, the ancient folks who divided the triangle buried the halves in tombs on opposite sides of the world. 
 our heroine, lady lara croft( angelina jolie), finds the key that opens the tombs in relics that her dead father( jon voight) dug up. 
 she figures that if she gets the triangle, she can bring her dad back from the dead. 
 of course, no one was expecting much of a plot from this movie anyway. 
 in both video games and action movies, the plot is just an excuse for the action sequences. 
 however, the action in"" tomb raider"" shows little style or originality. 
 there 's lots of shooting and some kung fu fightin', but none of it progresses beyond the level of a cheap direct- to- cable flick. 
 the other goofy archeologist flick of the summer 
,"" the mummy returns,"" was much better; it had its flaws, but its action was creative and large- scale. 
 since winning her academy award for"" girl, interrupted,"" jolie has n't taken any projects that would display her acting talents. 
"" 
 tomb raider"" seems to be more interested in displaying her breasts; so much attention is drawn to them that it 's a shame 
 there 's no oscar for best performance by a wonderbra. 
 while we do n't see much of her acting ability 
( with the exception of a wonderful upper- crust british accent), we do get a hint of jolie 's less savory side. 
 considering the rumors of incest that hang over jolie and her supposed obsession with death, having lara be obsessed with",negative,"The review is negative because the reviewer criticizes the movie for its convoluted plot, lack of originality in action sequences, and poor use of Angelina Jolie's acting talents. They also compare it unfavorably to other movies in the same genre."
"on re- watching italian writer/ director dario argento 's much lauded murder mystery tenebrae, i was struck more than anything else by how many sins he commits as a storyteller and manages to get away with. 
 in emphasising style over matters of plot argento is somewhat notorious in cult film circles, but some aficionados still praise tenebrae as the greatest of his"" giallo"" murder mysteries. 
 while it 's certainly not perfect, repeated viewings reveal it to be nonetheless a densely plotted and terrifically stylish thriller. 
 the story follows a promotional visit to rome by famous american mystery novelist peter neal( anthony franciosa) where he discovers that a serial killer is on the loose inspired by his latest book"" tenebrae"". 
 with the police on his back for leads, he decides to take a personal interest in the case and he soon becomes drawn into a mystery where all is not as it seems. 
 the film benefits enormously from a fine central performance by franciosa. 
 he brings grace, charm and a deceptive benigness to his character which provides an interesting foil to both the violence of the books he writes and the unfolding real- life horror around him. 
 the film is awash with a fascinating psychosexual tension. 
 argento peels back the facade of showbiz and jetset lifestyles to reveal an amoral, ambivalent, shadowy world where desire in all its forms has become a dangerous business. 
 tenebrae is perhaps the most multi- layered of argento 's scripts to date and there is much bubbling underneath the surface here. 
 it may take at least two or three viewings to appreciate all the psychological themes at play. 
 in that respect it strongly recalls his previous giallo deep red/ profondo rosso( the full- length italian language version) and fans will enjoy spotting the recurring themes. 
 needless to say for argento fans, there is no denying the director 's brilliance as a stylist. 
 many of the action and murder sequences are directed with his characteristic finesse and feature plenty of intriguing camerawork. 
 they are all the more impressive for the fact that in this film argento creates mood by filling his scenes with light, rather than the dark shadows and deep rich colours of earlier works like deep red and suspiria. 
 instead, tenebrae 's set design and lighting paints a sleek, clinical, chilly vision of a vaguely futuristic urban world. 
 and the soundtrack 's mix of electronic atmospheres and gothic rock by frequent argento collaborators goblin is the perfect accompaniment. 
 so tenebrae has much to recommend it, no question. 
 still, constantly nagging at the back of this viewers mind is several lumps in",positive,"The review is positive because it praises the movie ""Tenebrae"" for its stylish thriller, fine central performance by Franciosa, fascinating psychosexual tension, and intriguing camerawork. The reviewer also appreciates the multi-layered script and the director's brilliance as a stylist."
"getting it right is a far far cry from the teenage sex comedy you might expect from a summer movie about male virginity. 
 the film was directed by randal kleiser, who brought us such bubble- gum classics as grease and the blue lagoon. 
 but thanks to kleiser 's surprisingly good direction and an intelligent script, getting it right is a pleasantly quiet, moving, and memorable film -- one geared strictly toward a sophisticated, adult audience. 
 getting it right 
 stars jesse birdsall( emily lloyd 's boyfriend in wish you were here) as gavin, a painfully shy 31-year- old hairdresser who lives at home with his parents and who -- gasp -- is still a virgin. 
 gavin has no problem whatsoever making small talk with the elderly women who clamor for his services at the hair salon, but expose him to a single 30-year- old beauty 
 and he 's a mess. 
 much to gavin 's surprise, the woman who finally brings him out of his shell and robs him of his virginity is joan( lynn redgrave), a rich, married, and lonely 45-year- old. 
 getting it right is the simple story of gavin 's awkward and haphazard efforts to get it right; that is, to find the right woman to fulfill his life. 
 getting it right is one of those rare movies that devotes itself entirely to in- depth character development. 
 gavin 's self- conscious voice- over narration of his experiences firmly thrusts us into his psyche. 
 we observe his fascinating metamorphosis from shy and passive introversion to assertive and self- confident maturity. 
 birdsall 's superb, understated performance 
 as gavin is the real backbone of the film; he seems convincing and authentic throughout. 
 the charm of getting it right also lies in the wide array of people who inhabit or invade gavin 's life. 
 despite her limited screen time, redgrave makes quite a splash in the movie as gavin 's middle- aged seducer. 
 for a supporting character, joan is unusually and impressively complex, thanks in large part to redgrave 's magnificent performance. 
 gavin is also pursued, or perhaps plagued, by minnie, the totally neurotic daughter of a rich aristocrat. 
 after minnie and gavin meet at a party, she takes great pleasure in disrupting his safe and simple life. 
 helena bonham carter is delightfully pathetic and kooky in the role, and sir john gielgud, with his tongue in his cheek, embodies the height of arrogance as her father. 
 gavin 's eventual love- interest is jenny, the adorable twenty- year- old single mother who assists him",positive,"The review is positive because it appreciates the movie ""Getting it Right"" for its good direction, intelligent script, in-depth character development, and superb performance by Birdsall. The reviewer also praises the complex supporting characters and the performances of the actors."
"the rich man 's wife is one of those movies like final analysis or body double, where the story and characters are so one- dimensional and contrived that you know you should n't be enjoying yourself. 
 but somehow, the movie just tries so hard that you begin to forgive it and get into the swing of things. 
 not that it 's bad, it 's just that it 's been done before; and better, in my opinion. 
 i realize that this is going to sound pretty bizarre, but it 's probably the best analogy that i can come up with right now; you know how when you see a spider or something in your toilet, striving helplessly to get out, and instead of just flushing him, 
 you end up kind of rooting for the little guy? 
 that 's basically how i felt about this movie. 
 i mean, it 's not very good, but it 's not completely bad either. 
 the wife of the title is josie potenza( played nicely by halle berry). 
 she is married to tony( christopher mcdonald... 
 you know, the guy who looks like joe piscapo), a really stressed- out businessman who drinks way to much and does n't give josie the attention she deserves(* cough, cough*). 
 thus, she is driven into the arms of another man, jake golden( clive owen). 
 near the beginning of the film, josie decides to try and work things out with tony by dumping jake and going on a vacation to a remote cabin in the woods. 
 once there, however, tony has to leave almost immediately due to business details( i 'm still not quite sure what line of work he 's in). 
 making the best of her situation, josie stays there and begins making the rounds at the local bars. 
 one night, she meets a stranger named cole( peter greene, finally getting a meaty role). 
 they have dinner together, and eventually, both josie and the audience start to realize that cole is homicidal. 
 after learning that she is not happily married, cole offers to"" take care"" of the problem. 
 managing to escape from the psychotic maniac, josie returns home and starts a reconciliation with her estranged and very wealthy husband. 
 but then one night, cole shows up. 
.. 
 and here is where the fun begins. 
 from this point on, it 's going to be a 
 no- holds- barred cliche- fest, ripping off every movie from strangers on a train",positive,"The review is positive because it appreciates the movie ""The Rich Man's Wife"" for its effort and the performances of the actors. The reviewer also finds the movie enjoyable despite its cliches and one-dimensional characters."
"note: some may consider portions of the following text to be spoilers. be forewarned. 
 on december 20, 1996, amidst all the year- end oscar bait releases from the major studios, miramax 's genre label dimension films quietly released a sly little ensemble slasher flick titled scream. 
 although the teen horror market had been given up for all- but- dead in recent years, the film shocked industry observers by scoring consistently high box office returns, eventually topping$ 100 million domestic and becoming one of the most successful films of its type in history, while delighting audiences by finally presenting a set of knowing slasher flick protagonists who were aware of the all the standard cliches associated with the genre. 
 the sleeper success of scream sent shockwaves through the industry -- suddenly, everybody was looking for hip, inexpensive fright films that might be able to reap similar fortunes. 
 the strategy of casting young tv stars to draw the youth demographic was given a boost. 
 scream director wes craven, previously best known as the creator of new line 's a nightmare on elm street film series, was thrust back into the limelight. 
 and scream 's rookie scribe, kevin williamson, burst onto the film scene in stunning fashion. 
 it 's hard to understate this last point. 
 mr. 
 williamson has, based upon his produced screenplays as of this writing( scream, i know what you did last summer from october 1997, and now scream 2), enjoyed a meteoric rise to fame, quickly become the most well- known screenwriter amongst the entertainment weekly- reading, box office figure- watching youth culture since -- well, since that quentin tarantino guy( whom, it is said, has also achieved some renown as a director). 
 indeed, in a singularly freakish oddity, it is the screenwriter, mr. williamson, and not the director that has been receiving the lion 's share of acclaim for the success of scream, and the print advertisements for scream 2 's theatrical release are similarly indicative of his increasing prominence: while the traditional"" a film by wes craven"" drapes the film 's title in the ads, right below it( in equal sized font, yet) reads"" written by kevin williamson"", an affirmation of the screenwriter 's contribution to the project which may be unprecedented. 
( i can envision the board of wga, licking their chops at this coup and counting the days until their goal of"" a film by"" is attained.) 
 and, much like mr. 
 tarantino 's screenwriting, mr. 
 williamson 's work is vaguely unconventional,",positive,"The review is positive because it praises the movie ""Scream 2"" for its success and the contributions of the screenwriter, Kevin Williamson. The reviewer also appreciates the casting strategy and the unconventional writing style of Williamson."
"the most common( and in many cases the only) complaint against francis ford coppola 's 1972 masterpiece the godfather is glamorising of mafia, which is presented as an institution guided by ancient tradition and virtues like honour, loyalty and solidarity more suitable for some gentler, kinder ages. 
 martin scorsese, another italoamerican moviemaker, confronted that perspective with his own, more down- to- earth vision of mafia in 1973 mean streets, movie that dealt with lower echelons of organised crime. 
 unfortunately for scorsese, his film was unspectacular and too artsy to compete with coppola 's influence on mafia portrayals in the movies. 
 seventeen years later scorsese returned to mean streets of new york with another film that dealt with darker side of american organised crime. 
 this film was goodfellas, epic black comedy which is today considered as one of the best and most influential films of 1990s. 
 goodfellas owes some of its initial success and popularity to the fact that it was based on the true story, told in best- seller book wiseguy by nicholas pileggi( who would co- write the screenplay for the film). 
 the book, as well as the film, chronicled thirty years in the life of henry hill( played by ray liotta), irish- italian criminal from new york. 
 at the age of 13 he gets recruited in the criminal organisation of paulie cicero( played by paul sorvino), local mob boss, and gradually climbs up the ladder starting with small errands. 
 after couple of years, together with his best childhood friend tommy de vito( played by joe pesci), he joins the crew of expert thieves led by jimmy conway( played by robert de niro). 
 three of them spend years as best friends and associates, gathering enormous wealth from their criminal enterprises that would culminate with one of the most spectacular robberies in american history. 
 wealth, influence and privileges of men connected with mafia are enough for henry hill to seduce his future wife karen( played by lorraine bracco), who would afterwards remain loyal to her husband despite infidelities, domestic abuse, arrests and would even be accomplice to his own private drug dealing business. 
 but the perfect world of"" wiseguys"" gradually begins to fall apart- tommy 's unpredictable outbursts of homicidal violence, jimmy 's reluctance to share his part of the loot with partners and, finally, henry 's own drug habit would lead to his downfall and make him question his loyalty to the friends. 
 goodfellas is an excellent example of a film that represents work of a film genius in his full glory. 
 scorsese managed to create",positive,"The review is positive because the reviewer praises the film ""Goodfellas"" for its portrayal of the mafia, its influence on mafia portrayals in movies, and its success and popularity. The reviewer also appreciates the performances of the actors and the storytelling."
"plot: good ol' texan kid suddenly gets to play first- string quarterback on his high school team 's football team, in a town where football is considered religion. 
 the coach is just about the biggest a- hole you 'd ever want to meet, who will do practically anything to win. 
 the good ol' texan boy does not approve of said man 's methods. 
 critique: 
 a fun football movie. 
 this film was obviously geared towards the teen market, with mtv behind its production, a big tv star actor in the lead role, rockin' hip music galore, and plenty of t&a. 
 having said that, i enjoyed the look and feel of the movie 
, thought james van der beek gave a solid performance, loved the slick sounds, and yup, loved that t&a! 
 i actually thought this was a comedy going in, but overall, it plays more towards the dramatic, than a comedy. 
 i also enjoyed jon voight 's performance as the stubborn dick coach, as well as many of the other character players on the team. 
 this is not a classic film by any stretch of the imagination, but it might teach some kids the hard lessons behind the"" fun"" game of football, or just allow them to have a good time for about an hour and forty- five minutes in the movie theatre( or in the comfort of their own home, depending on where you watch this stuff.) 
 all in all, i would definitely watch this movie if you like football, play football or want your kid to succeed in high school football. 
 you could also watch it if you like teen flicks with a lot of cute guys and girls running around doing their stuff. 
 and did i mention the t&a?:) little known facts about this film and its stars: james van der beek actually started acting after a concussion stopped him from playing football in real life. 
 he is the oldest of three children, and his father is a cellular phone salesman while his mom runs a gymnastics studio. 
 he 's born in connecticut and received$ 200, 000 for his role in this film. 
 actor scott caan, who plays football player"" tweeder"" in this film, is the son of famed actor james caan in real life. 
 that 's right 
, he 's sonny 's son! 
 actress amy smart, who plays van der beek 's girlfriend in this movie, also played the main star 's girl in the 1999 film outside providence( 6. 5/10). 
 screenwriter w. 
",positive,"The review is positive because the reviewer enjoyed the look and feel of the movie, the performances of the actors, and the music. The reviewer also mentions that the movie might teach some kids the hard lessons behind the game of football or just allow them to have a good time."
"that 's exactly how long the movie felt to me. 
 there were n't even nine laughs in nine months. 
 it 's a terrible mess of a movie starring a terrible mess of a man, mr. hugh grant, a huge dork. 
 it 's not the whole oral- sex/ prostitution thing( referring to grant, not me) that bugs me, it 's the fact that grant is annoying. 
 not just adam sandler- annoying, we 're talking jim carrey- annoying. 
 since when do 
 eye flutters and nervous smiles pass for acting? 
 but, on the other hand, since when do really bad slapstick( a fistfight in the delivery room culminating in grant 's head in joan cusack 's lap -- a scene he paid$ 60 to have included in the movie) and obscene double entendres( robin williams, the obstetrician, tells grant 's pregnant girlfriend she has"" a big pussy,"" referring of course to the size of the cat hairs on her coat, but nonetheless, grant paid$ 60 to have the exchange included in the movie) pass for comedy? 
 nine months is a predictable cookie- cutter movie with 
 no originality in humor or plot. 
 hugh grant plays a successful child psychiatrist. 
 why a child psychologist? 
 so the scriptwriters could inject the following unfunny exchange: 
 kid: my dad 's an asshole. 
 grant( flutters eyelashes, offers a nervous smile, then responds in his annoying english accent and i- think- i- actually- have- talent attitude): could you possibly elaborate on that? 
 kid: 
 my dad 's a_ huge_ asshole. 
 more like a hugh asshole, but that 's beside the point, which is: nine months includes too many needlessly stupid jokes that get laughs from the ten year olds in the audience while everyone else shakes his or her head in disbelief. 
 so, anyway, grant finds out his girlfriend is pregnant and does his usual reaction( fluttered eyelashes, nervous smiles). 
 this paves the way for every possible pregnancy/ child birth gag in the book, especially since grant 's equally annoying friend 's wife is also pregnant. 
 the annoying friend is played by tom arnold, who provides most of the cacophonous slapstick, none of which is funny, such as a scene where arnold beats up a costumed"" arnie the dinosaur""( you draw your own parallels on that one) in a toy store. 
 the only interesting character in the movie is played by jeff goldblum, who should have hid himself away somewhere after the dreadful",negative,"The review is negative because the reviewer found the movie ""Nine Months"" to be a terrible mess with no originality in humor or plot. The reviewer also criticizes the acting of Hugh Grant and the humor in the movie, which they found to be needlessly stupid and not funny."
"plot: a young french boy sees his parents killed before his eyes by tim roth, oops... 
 i mean, an evil man. 
 he vows revenge on that man and is taught the ways of the musketeer by some old dude who used to be one himself? 
 anyway, fourteen years go by and... 
 arrgh, well, you know the rest. 
.. 
 swish- swish- zzzzzzz! critique: 
 this is a pretty bad movie. 
 let 's see, where should i start? 
 okay, first of all, 
 the story is just plain boring. 
 it 's not original, is entirely predictable and lacks energy 
. 
 okay, what 's next? 
 acting, you say. 
 hmmmm, well, the main actor, justin chambers, is basically an uncharismatic version of chris o'donnell but with less range( think about that!), and mena suvari, is just plain off. 
 not as bad as thora birch was in dungeons& dragons, but entirely miscast, with bad deliveries, awful sequences and a piss- poor accent 
 that comes and goes. 
 now i 'm not sure if this was ms. 
 suvari 's fault or the director 's, but 
 i 've definitely seen her at a much higher level than in this film. 
 the only semi- saving grace actor- wise is tim roth as the irrepressible"" bad guy"", but once again, it 's not something that we have n't seen before... 
 a thousand times... 
 by the same guy!! 
 tim, please... for the love of god, beg your agent to ask the marketplace for some modern day"" american roles"" for you as a"" nice guy"" in a romantic comedy or something. 
 stretch, dude... 
 stretch!! 
 we all know that you can do much better than this gunk. 
 alright, 
 what else was bad in this film? 
 oh yeah, the score! yikes, how 's about taking it down a few notches there, fellas? 
 this thing blares in your ear whenever it feels the need to accentuate a certain scene, but actually does little more than annoy 
. 
 i think it 's important for the man behind the music to recognize that this film is n't a"" real epic"" by any stretch of the imagination. 
 it 's a fluffy rehashed cake- walk created by some"" shrewd"" studio heads who decided to take advantage of the whole"" kung-",negative,"The review is negative because the reviewer found the movie to be pretty bad, with a boring and unoriginal story, poor acting, and an annoying score. The reviewer also criticizes the performances of the main actors and the lack of originality in the villain's role."
"susan granger 's review of"" glitter""( 20th century- fox) 
 there 's less here than meets the eye. 
 or, put it this way, if you thought madonna was awful in"" shanghai surprise,"" mariah carey 's worse in this reworking of"" a star is born. 
"" 
 she plays billie frank who, despite being abandoned by her singer/ alcoholic mother( valerie pettiford), believes she 's destined for greatness because everyone tells her she is. 
"" 
 you 've got this amazing gift, and you got ta use it,"" her roommate says. 
"" 
 your voice- it 's incredible,"" says another singer. 
"" 
 i ai n't never met anyone like you,"" proclaims julian"" dice"" black( max beesley), the hot new york dj who becomes her svengali- like producer/ lover. 
 problem is: her signature song,"" i did n't mean to turn you on"" is wretched. 
 and when she fumes out of filming her first music video because the director wants to"" exploit"" her by having her wear a bikini, the audience bursts into laughter. 
 exploit mariah carey, who chooses to wear as little as the law will allow? 
 come on! 
 writer kate lanier 's script is fatuous and director vondie curtis- hall does n't have a clue how to handle the glitzy pop diva and, as a result of their incompetence, whispery- voice'd 
 ms. 
 carey seems to be embarrassed on- screen. 
 she almost cringes when the camera comes in for a close- up, pursing her lips and averting her glassy eyes. 
 talented british musician max beesley appears equally inept, and as cinematographer geoffrey simpson pans around the manhattan skyline, there 's an audible audience groan when the twin towers of the world trade center come into view. 
 perhaps one of the reasons ms. 
 carey suffered her highly- publicized nervous breakdown this summer 
 is because she saw a preview of this clunker 
. 
 on the granger movie gauge of 1 to 10,"" glitter"" is a pathetic 
 1. right now, 
 it 's tops on my list of the worst of 2001. 
",negative,"The review is negative because the reviewer found the movie ""Junior"" to be a disappointment. The reviewer criticizes the plot, particularly the concept of Arnold Schwarzenegger's character being pregnant, which they found to be more goofy than funny. They also felt that the talents of the actors, including Danny DeVito and Emma Thompson, were wasted in this movie."
