id,question,choice_0,choice_1,choice_2,choice_3,choice_4,label,human_expl_open-ended,nle
32d8ea5945ed96dbb379db57c4d49d04,Where would you go if you want to get a newspaper with a specific title?,library,magazine article,archives,safe deposit box,page,0,library would you go if you want to get a newspaper with a specific title?,"To get a newspaper with a specific title, you would go to a library.  Libraries are a great place to get newspapers as they have a variety of titles and provide access to a variety of media.  They also offer a variety of services such as book and magazine reading, as well as access to public computers and Internet connections.  Libraries are also a great place to find out about events in the area, as they often have a variety of programs and activities.    "
61a47f993400d45633586c6e8adc579e,How would a child learn to gain the skill of riding a bike without training wheels?,pedalling,practice,good balance,sense of balance,doing wheelies,1,"In order to gain a new skill, it takes lots of practice.","By practicing, a child can gradually increase the amount of time they spend on the bike without needing to use the pedals or cranks. They can also use the bike for longer periods of time and increase the speed and distance they travel."
558bd3e31ff5b53bab0c107e3ea83013,What could happen to a car when you press one of its pedals?,gain speed,go forward,rush away,go fast,suffer damage,0,The car's pedal when pressed causes acceleration and a car to gain speed.,"When you press a pedal on a car, it will increase the speed of the vehicle. This is because the car is equipped with a throttle that is connected to the pedal. By increasing the speed of the car, you can increase the amount of power it produces."
6af63cf468319b9731c6bf2d06de5ed5,A person can like all sorts of pets but they always prefer their what?,catch cold,eat food,study literature,own animal,word sentence,3,People are emotionally attached to their own pets which makes them always choose their pet over other animals.,"A person who likes all sorts of pets but prefers their own animal, likely has a dog or cat as their main pet."
123c70ee12f8ca15283fb3e20d8446e6,John was very slow.  His bosses thought that he could be ore what?,reliable,fast,hasty,rapid,prompt,4,People that are very slow need to be prompted.,"John was able to finish his tasks promptly, which impressed his bosses."
9f84a7225b5da1e119ae54919f38ba79,"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?",reach tentative agreement,suicide,examine thing,commit murder,stay in bed,0,that's the best option since that's where there are more roses,"Drinking alcohol and getting close on things indicates that the individuals have reached a tentative agreement.  This is because alcohol facilitates communication and can lead to a greater understanding of each other.  Additionally, getting close on things can lead to a sense of accomplishment and happiness, which can be beneficial for any relationship."
a530dab5597faf0d96991448b0cdf89e,"I have some food that I want to eat right now, where would I put it?",cup,kitchen,pantry,jar,plate,4,We generally eat food by putting onto the plate.,"Because a plate is a flat surface used for serving or eating, it would be the best option for you to put food such as pizza, pasta, or potatoes. "
3e7df8c9f19aa20ca70f57df66b5c68e,Where would you buy a ticket to sit in a room with a lot of chairs facing the same direction?,conference,theater,building,floor,church,1,"Conferences are usually free, so it must be a theater. The floor is where the chairs are placed, but not where you going.",Ticket purchasing for a theater event should be done through the theater's website or box office.  It is usually best to buy a ticket in advance to ensure that you are able to sit where you want.
76562874af24eaa8ac1fec9b01a6c6b7,"The man had been entertaining his whole life, being in his nineties now doing a show can lead to what?",suicide,fulfillment,embarrassment,fatigue,laughter,3,is the best option in all,"Doing a show can be physically and emotionally taxing on the performer, and if done correctly, can lead to increased energy and a greater sense of fulfillment.  It can also lead to a sense of accomplishment and a feeling of pride in the accomplishment.  However, if done too often or in too much of a hurry, it can lead to burnout and fatigue.  It is important to take breaks and enjoy the process of performing in order to stay energized and productive."
c0a487d9158bbad031cfd54de9e24e25,The upright piano helped what get a better sound?,music show,music room,house,band,college,3,bands often have pianos in them,"Upright pianos are designed to help improve the sound of a room. By placing the piano in a higher position, it can create more of a reverberation and allow for more sound to be captured. Additionally, the upright piano provides a more intimate sound than a classical piano."
24f598a232650f17ee37427a1d6935e6,"When a person from a polluted city decides to go to the country and is breathing fresh air, what sensation are they seeking?",reviving,silence,exhilaration,clear head,flatulence,0,"He wants a rejuvenating feeling, although both other options could also be correct.","A person from a polluted city may be seeking a sense of relief, such as breathing fresh air, in order to revive themselves and escape the pollution."
756fed7aa076afa5bb045c74c28bc86e,Where is someone likely to find a huge amount of text?,newspaper,writer's brain,own home,library,book store,3,Libraries have many books most of them filled with text,"Because a chess set is a collection of chess pieces, it would be a good place to store a chess pawn when it is not being used. "
de12b5477662ad221911527a68a67a7f,"The carpet needed to be calm and and productive, where was it being installed?",building,floor,bowling alley,office,church,3,"office The carpet needed to be calm and and productive,where was it being installed","A calm and productive office environment requires a carpet that is both comfortable and efficient.  Therefore, it was best suited to be installed in a bowling alley, office, or church."
31efa3748d42e2f657b9e8d7d8d5d6a9,How do birds leave the nest?,sing songs,lay eggs,falling down,reproduce,spread wings,4,I consider it the best option because they have to be more true,Birds leave the nest by spreading their wings and jumping away from the nest.
0f629c1c5a1b63e3f808a2917cfb98f5,"The food show specialized in pizzas, each week they went to different states visiting a pizzeria in each of their what?",chicago,little italy,new york,friends house,capital cities,4,I consider it the best option because they have to be more true,"The food show will visit a pizzeria in each of their capital cities, such as Chicago, Little Italy, New York, and Friends House.  Each episode, the show will showcase a different pizza style, such as deep dish or stuffed crust, and will also feature a different toppings option.  The pizzas will be made by the same restaurants each week, and will be served with a side of garlic bread."
b2c3a4d4c013ec6251bcfd92f35063d6,"Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?",injury,death,playing uno,coma,falling down,4,"When you jump out of a plane, you are falling down.","When a person skydives, they often experience a fear of falling due to the loss of gravity and the sensation of weightlessness. This can cause them to lose consciousness and possibly lead to injury or death if they do not land safely."
0bfa6a451308d4426c23eea1ad1d4394,Where would you be unable to read a newspaper?,porch,school,jail,rug,library,2,Jail is the only place where someone wouldn't be able to read a newspaper.,"Because a chess set is a collection of chess pieces, it would be a good place to store a chess pawn when it is not being used. "
86ac949f4e770498cafd3a6bea9b6b3d,If someone doesn't want to move where they live they are often said to want to what?,stay still,sit still,don't move,stay put,standing still,3,People stay put when they don't want to move,"Someone who does not want to move where they live is likely to want to stay in their current location, rather than trying to find a new place to live.  This can be interpreted as a desire to stay put, rather than a desire to move."
8ccda41bcca6c17ad6fb100932cd2a4d_1,"The banjo finds it's history in the Caribbean, but it's probably most famous where?",music shop,music store,jug band,united states,among nice people,3,"Famous implies widely known, therefore united states is the best choice.","The banjo is most famous in the United States, where it is most commonly played in bluegrass, gospel, and jazz genres.  It has its roots in the Caribbean, however, where it was originally developed and still remains popular today.  In the United States, the banjo is most commonly associated with the genres of music mentioned above.  In other countries, it is also popular in other genres such as rock, metal, and hip-hop.  The banjo is often referred to as a'string' instrument, due to its use of multiple strings."
9f782d67e65a35896c6d03d188fc5d69,What is the opposite of an odd number?,expected,even,irregular,habitual,regular,1,because even number is divided by 2,"The opposite of an odd number is an even number.  An even number is a multiple of two, and it is impossible to make an even number out of an odd number of pieces. Therefore, the opposite of an odd number is an even number.    "
1a6922a9b6615192a16e5c586a750a96,"We were on the highway, driving back home and pulled off to find an eating place called what?",dinning room,dining room,food store,big city,restaurant,4,Probably you go to a restaurant near highway to eat something,"A restaurant is a place where people can eat food, usually prepared by a chef, and usually accompanied by a variety of drinks and/or entertainment.  It is usually located in a commercial or industrial building, and may offer indoor or outdoor seating.  Restaurants can be found in every city, town, and village, and serve a variety of cuisine from all over the world.  "
5abe81200fb6d4d0ff7f1d9862116292,"The police busted down his door, he realized only then he was just the pawn in his partner's grander what?",scheme,chess game,chess set,business idea,playing chess,0,"scheme The police busted down his door,he realized only then he was just the pawn in his partner's grander what?","When the police busted down his door, he realized only then that he was just the pawn in his partner's scheme."
992d5c6f881afb409966fb17d3352e6e,"The student liked to play tennis, she frequented the tennis court on the what?",recreational center,athletic club,soccer field,town,college campus,4,A tennis court is the venue where the sport of tennis is played. It is a firm rectangular surface with a low net stretched across the center.,The student frequented the tennis court at her college campus.
40273bd7904e965ee7da8a3add1f6ab9,"If I am forgiving, what might people think I have?",good heart,make up,new freedom,good karma,bad man,0,Forgivienss is all about feelings,People tend to think that those who are forgiving have a good heart. This is because being forgiving is seen as a sign of empathy and understanding. Those who are forgiving are often seen as more understanding and tolerant than those who are not. 
cda0bb0bfcd8215142d6ba47b1906fec,What would you be if you comfort friend?,cook,make tea,hurtful,friendly,hug,3,"so you can help them in their time of need and be a better son, friend, and husband/boyfriend","If I were to comfort a friend, I would be friendly. Being friendly means being kind and compassionate, and offering comfort in a caring and understanding way."
38803891b0daa4025b532e33fa99f5fd,A night owl is what you'd head at sunset and you'd hear a what at sunrise?,morning person,early bird,lark,early riser,rooster,2,"Early riser does not have to be a bird, and lark is a specific type of early bird, so it is the best choice.","At sunset, the lark is the earliest bird to fly and head towards the horizon. It is often called the \""watchman of the sky\"" because of its nocturnal nature and its ability to alert the dawning sky with its song."
e0150bdf07f14be9590c1445d834484a,What is a person who has become a minimalist hope to achieve?,peaceful sleep,peacefulness,new computer,own house,freedom from want,4,freedom from want makes sense because a minimalist doesn't require much or desire much,"A minimalist hopes to achieve a life of peacefulness, calmness, and freedom from the demands of life. By reducing their possessions and focusing on what is essential, they strive to create a life of less stress and more relaxation. "
8087c26a974b13554e8ffa1f7ca7cdf9,Where do you buy potato chips?,bar,pantry,motherboard,supermarket,in retail shop,3,A supermart is the location that would sell these for general consumption,"Supermarkets are the best place to buy potato chips as they offer a wide selection of brands, flavors, and shapes. They also provide the most fresh ingredients and are open to customers who want to make their own purchases."
481410323ea7b78b63bf00951e8357d7,A valid contract has to be?,signed,revised,rejected,written in blood,written on paper,0,"Contract requires a signature so therefore if it is to be valid, it as to be ""signed"" with a signature on it.","A signed contract is one that has been signed by both parties, indicating that it is valid and binding. "
2ef392562809a7e365eb4fbefcf6b245,What does a police officer in their sixities?,retire,direct traffic,case,fine person for speeding,order to stop running,0,Many police officers retire in their sixities.,"A police officer directs traffic, issues tickets, and enforces laws in their jurisdiction."
540a54d47f7d00afc03c992c3bab668d,Where would you get a chain if you do not have one?,tow truck,bicycle,motorbike,chain link fence,jewelry store,4,A jewelry store sells chains,A jewelry store would be a good place to get a chain if you do not have one. They would offer a variety of chains in different styles and colors.
49befa097d3e89116e4f06cb96382cbf,Mimicry is a skill parrots use to do what?,say words,outlive owners,learn to speak,talk with,to draw,0,Parrots are known for their ability to replicate speech.,"Mimicry is the ability of a parrot to use vocalizations to imitate other birds, in order to attract mates or deter predators."
4bb532253eb9059580aada6f4108afc2,Where do you keep more than one drop of blood?,person,test tube,human body,battlefield,doctor,1,"""keep"" implies safe storage with access","The human body is composed of several fluids, including blood, sweat, and saliva. These fluids are circulated through the bloodstream and are eventually drained out of the body through the lungs or kidneys. Therefore, the human body is a good place to store a drop of blood when it is not being used. "
994be9cde0749c6db22349eb60c821c1,Why does this person eat so much?,gain weight,promise to do,catch cold,finish food,fear death,0,It's often assumed that we can balance out healthy foods and treats each day to meet our daily ...,"Because a chess set is a collection of chess pieces, it would be a good place to store a chess pawn when it is not being used. "
a014a1dfa386ab437c6fb38c2ceabe30,"Choosing a cruise for traveling can have many benefits, socially you're in close proximity strangers and get to experience what more quickly?",getting somewhere,motion sickness,meeting new people,disorientation,bad food,2,strangers are new people to meet,"Being on a cruise can provide an excellent opportunity to meet new people. With a variety of activities and venues to explore, passengers can have plenty of opportunities to engage with other passengers and create new relationships.  Additionally, the experience of being on a boat can be quite enjoyable, especially when shared with friends or family.  In conclusion, choosing a cruise can provide a great way to meet new people and have a fun time."
f36489668c28b26c0cdbc56cec1db27b,"The accelerator was controller via a hand throttle, and the foot pedals controlled the steering in the small what?",car,fuel system,accelerate,boat,airplane,4,is the best option in all,"The accelerator was controlled via a hand throttle, and the foot pedals controlled the steering of the small vehicle."
fda6891d1692b7ae8213b28b75b444f1,What happens to living beings when they are nervous?,getting old,death,laughter,perspiration,palpitations,3,Most people will sweat when they are nervous.,"When someone is nervous, their body produces more of the stress hormone cortisol, which causes their blood pressure to increase and their heart rate to slow. This can lead to increased perspiration, which is a sign of stress and anxiety."
cd3ae30e143181928eb0d3da2d25e0b4,Other than women's leggings what is commonly made of nylon?,drawer,many products,stockings,rope,shoes,3,is the best since it is the best backup,"Nylon is a strong, lightweight material commonly used in clothing and other items such as jewelry. It is often used in drawers, many products, and stockings."
5f53f5fd4074208a09a46dd5a3c2ee10,Where would you get a bass clarinet to take home?,orchestra,school band,music store,opera house,home,2,Music stores sell instruments,A music store would be a good place to get a bass clarinet as it is the most common type of clarinet used in jazz and pop music.  It is also available in a variety of models and can range from a simple beginner's clarinet to a more advanced professional model.  A music store would be the best place to get a bass clarinet as they typically offer a wide selection of instruments and can provide advice on the different models available.
129609a7846257ff2a29e05695c44c80,"A sedentary lifestyle of always sitting down is nearly as unhealthy as a bad diet, but still people sit on the couch all day and what?",talk,relaxing,pee,gardening,watch tv,4,watching tv is relaxing you cant relax while relaxing and pee is not relaxing,"Sitting down for prolonged periods of time can be nearly as unhealthy as a bad diet, so it is important to find alternative activities that can help to reduce this risk.  Talking, relaxing, and watching television can all be healthy alternatives."
f31c88ff586a21916477e5d0a94d003f,"Joe found that shopping  was dangerous for him.  Even though he had a great job, or maybe because of it, he found himself doing this a great deal. There were always funds left over, but not enough for his taste.  What was he doing when he was shopping?",overspending,loss of money,run out of money,spending money,deficit,0,because he had money left over he was worried about overspending but not running out of money,"Joe was spending too much money on things that he didn't need, such as shopping.  He should have been focusing on reducing his spending and making sure he had enough funds for his desired items."
21c3e273a6f1c499e7b574f1af4d0abf,John finds that understanding the people around him better leads to deeper what?,increased knowledge,compassion,satisfaction,friendships,side,3,Friendship is build upon understanding.,"John can gain a deeper understanding of the people around him by forming meaningful connections with them.  Through these connections, he can gain satisfaction, feel more connected to the community, and develop stronger relationships.  Ultimately, John can build a stronger foundation of understanding and connection with the people around him."
efb2eb98c85abdb1eca8cafbbf1e8e5a,What is the purpose of the cabin in an airplane?,crash,living,slow down,carry people,speed up,3,The cabin in an airplane is used to carry and transport passengers,The purpose of the cabin in an airplane is to provide a place for passengers to stay during the flight. It can also be used for storing luggage and other items.
a70aec60e8e68fab4287acfd7e16e37c,The area between oceans and continents is very?,bridges,wide,salt water in,wet,very deep,1,Wide is the only accurate description that can be used to describe an area between oceans and continents,The area between oceans and continents is very wide.
b77f276658ee0e6664edb0462525b12f,"The investigator considered the gun evidence, where did he send it?",drawer,back to its owner,police station,crime scene,holster,2,investigator is probably a police officer,"Because a chess set is a collection of chess pieces, it would be a good place to store a chess pawn when it is not being used. "
0e775dad3475df2c59a9510d9111ff07,What does a person do before going on vacation?,rest in bed,lie in bed,buy food,cross street,water plants,4,Answer A and C are both forms of relaxation.,"A person can water plants before going on vacation by taking care of their plants in the days leading up to their trip. This can include checking on the plants' health, adding fertilizer, and ensuring they have enough water."
5b08133c8ce8c692ae67ab95d46e0b3e,Where might astronauts who miss a landing end up?,spaceship,suface of moon,space shuttle,at the,orbit,4,Orbit is the most logical place for an astronaut to end up if they miss a landing since they were in orbit to start with.,Astronauts who miss a landing and are unable to reach the ground will end up in orbit. This is because the Earth's surface is too far away from the moon and other planets to reach in a short amount of time.
020cdc0345d11eeace08a13cae31a8f9,Where in your home would you store a satchel?,room,desk,clothing store,school,luggage compartment,0,This is the only answer that indicates a place in a home where satchels would be stored.,"A satchel can be stored in the luggage compartment of a car, or in a room where it is out of the way."
1cbb3f9b8f85d0bf991b4ead3564c5db,Where could you find a broken keyboard?,school,landfill,music store,thrift store,office,1,Landfill is the only place that is likely to have a broken keyboard.,A broken keyboard can be found in a landfill.  It is likely that the keyboard was discarded as part of a garbage disposal operation.
574f7878a6dc8abeff3e359386de9a9d,What does climbing a mountain lead to?,getting higher,fear of heights,get higher,sore muscles,bad feet,3,It is fairly common to have sore muscles after climbing a mountain.,"Climbing a mountain leads to the feeling of accomplishment, improved physical health, and a greater sense of self-esteem. It can also lead to a greater appreciation for nature and the beauty of the outdoors."
5f1fbe7f797d652d6016928216befc24,Where could a restaurant be located that would allow someone to sleep there?,cafeteria,building,at hotel,business sector,yellow pages,2,Hotels have restaurants located there,A hotel is a suitable location for sleeping because it provides a comfortable and safe environment where people can rest and recharge.
caccaa51ee960a92d44e5b949fc35a66_1,"He didn't know a blowfish was edible, he was surprised to see it at the what?",desert,sea water,fish market,books,france,2,"fish market know a blowfish was edible,he was surprised to see it at the what?","A fish market is a place where people can buy and sell fish, usually fresh from the ocean.  It is usually located near the waterfront and includes tables and stalls where people can observe the different types of fish available and discuss the prices and conditions.  It is a popular tourist attraction and a great place to enjoy a meal."
44bb8e0d01f3b7c9abf7dc627b7b23dc,Why would someone be unable to walk in a line after getting drunk?,pass out,fever,stumbling,forgetfulness,death,2,being drunk causes you to stumble,"If a person is unable to walk in a line after getting drunk, it is likely because they are too drunk to safely navigate the line."
f889acfc9ff4a6611f765790aa217b47,What is a type of hill?,mountain,flat land,pool,valley,flat ground,0,Flat ground and land do not have any elevation,"A mountain is a type of hill that has a steep, rocky face. It is typically formed by volcanic activity or by the movement of tectonic plates."
766b859372016d23888a3e1f3a047859,HOw do you ask someone to entertain you ?,hot,happy,liked,please,now,3,please ask someone to entertain you,"You can ask someone to entertain you by telling them what you would like them to do, such as playing a game, watching a movie, or going for a walk. "
c93e44db24d57150cebcc60571414058,Bob is a very creative person.  Visiting the museum gave him a lot of what?,enjoyment,inspiration,boredom,being bored,lethargy,1,Very creative people are high in personality trait openness and have a need for new experience.,Bob experienced a sense of inspiration when he visited the museum.
4fe705fa25740ceb45130480efd46dd9,"His rural dental office was never crowded, but since moving where it has been nonstop crowded?",medical building,urban area,strip mall,city,metro area,1,Urban area is the opposite of rural and is most likely to be crowded.,"Because a chess set is a collection of chess pieces, it would be a good place to store a chess pawn when it is not being used. "
7f07e533a185964bacc8e78cda23cfc5,Where did a shop get the sand dollars you can buy?,high school,container,atm,ocean floor,downtown area,3,"sand dollars are a shell, so they must be found in the ocean originally.","Sand dollars are made up of sand and ocean water, so they can be found on the ocean floor.  Sand dollars can also be found in high schools and containers."
22a04e4d5902e7c5978000551898c216,"He followed the train tracks hoping to get home, he had gotten lost in the Yooperland where?",ghetto,michigan,new york,canada,train station,1,That is what I have hear michigan called.,"The train tracks lead to the Michigan Central Station, which is located in the Detroit, Michigan area.  It is the most likely choice since it is the closest station to the area where he had gotten lost.  Additionally, the tracks lead to the station, so it is the only option that makes sense."
96b5476b1c55c1ca60dfbceba33e9203,A ruler is likely to hold court where?,public building,palace,city,conference room,gymnasium,1,The palace is traditionally the place from which rulers hold court.,"Because a chess set is a collection of chess pieces, it would be a good place to store a chess pawn when it is not being used. "
7e8a6eac93147eb52d8151bab7b40003,How does a police officer report his work?,charge person with crime,case,computer,direct traffic,retire,1,you don't direct traffic to report work and you don't retire either,"A police officer reports their work by filing a case with the relevant authorities. This includes making arrests, filing charges, and issuing summonses."
3e792834df2aa7ae2a9070b494e37c26,John cooled the steam. What did the steam become?,condensate,electric smoke,smoke,liquid water,cold air,3,"When the temperature is lowered by cooling the steam, water vapour changes to liquid",The steam cooled down until it became liquid water.
e8cd5c4ced7aea0dcb0affa6df70d0ba,"The truck driver wanted to read a bible while on a job, where should he find one?",confession,at hotel,found in church,considered to holy book,motel,4,This is erroneous; the Gideon bible can still be found at BOTH motels AND hotels.,"A motel is a place where people can stay overnight and take advantage of the amenities, such as a swimming pool, gym, and restaurant.  It is a convenient and affordable way to stay while on the go."
ff83f66bc1e5a772cc67d80db035b023,"She found the trend quite odd, but it seemed that this was the new what?",even,common,regular,normal,thing to do,3,"""The new normal"" is a more typically used phrase than ""The new common"" or ""The new regular"", which are very unusual or never used.","This trend is quite odd, but it is the new thing that is happening.  It is quite common in today's society for people to do the same thing, or something similar.  It is just a part of life, and we should accept it and move on."
80aee2e8ca04c2756f3d641b56b86e8e,What geological feature is made mostly of rock?,countryside,ground,street,mountain range,bridge,3,"Bridges and the ground have rocks in the composition, but aren't made mostly by it","The geological feature made of rock is a mountain range.  A mountain range is a group of mountains that are close to each other and form a long, continuous landscape."
56ad4f81c150425d71ce127ad7339959,What area is likely to have at least one concert hall?,commercial building,muscians,theater,university building,downtown,3,University usually have enough money to have a concert hall.,"University buildings are typically located in areas with high concentrations of students and faculty, which makes them good choices for storing chess pieces."
8817dade72e2a2f4cb6c6931c866e286,"Bob and Boris were standing in a queue at the grocery store.  They were standing in place.  The line was fast, but the children in front of them were loud.   They were what?",frustration,being annoyed,delays,irritation,out of order,1,Loud children are often annoying to others near them.,"The children in front of Bob and Boris were too loud, making it difficult for them to hear each other and stand in line."
91f17d513db1d9c9c50889524cca109a,What does someone feel when they lose playing soccer?,sweating,work out,excitement,anger,getting tired,3,Losing is a negative thing which often makes people angry,"When someone loses playing soccer, they may feel angry as they want to get back at the person who took away their joy."
b7f388b514e9783249e288a742b675e5,Where are you likely to find a tupperware container?,pantry,kitchens,stove,food,refrigerator,1,Kitchens is a place where they would be stored,"Tupperware containers can typically be found in the kitchen, either in the refrigerator, pantry, or stove. "
0d57e7c0f66c7e0981b8aa58474a394d,"Everyone crowded around the toilet during a break in the event, where was the toilet?",restaurant,stadium,space shuttle,mall,bathroom,1,Pretty standard for stadium bathrooms to get crowded during a break in the action.,The toilet was located in the stadium.
586f0c1a627e0199a2e07b77e729f4dc,Joe bought a ficus.  He thought it would look good in what part of his home?,family room,tropical forest,flower garden,movie theater,hair salon,0,ficus is a common house plant.,Joe bought a ficus in a family room.
29bc2ec70a183af7f452ac99ecd5578a,what is another word for getting drunk?,intoxication,blazed,vomiting,hangover,being sick,0,Drug may be said,Being drunk is another word for getting drunk.
187a3df961f469a28949471a6abefc64,What must one be careful about when learning about science?,become educated,frustration,accidents,smiles,basketball,2,If you are careful you can prevent accidents.,"Be careful when learning about science, as mistakes can have serious consequences.  For example, athletes should be aware of the risks of performing certain exercises and take precautions to prevent injuries.  Similarly, scientists should be aware of the potential hazards of their research and take necessary steps to ensure the safety of their experiments.    "
ac0462d09b9fddd40c3c77aedf48a870,"John runs a small corner shop.   If you were walking on a sidewalk near it, where would you look for it?",england,street corner,minnesota,arizona,iowa,1,is the best option in all,"John runs a small corner shop, so it would be located on a sidewalk near his shop.  This is the most logical choice since it is the closest option to his shop."
e663049eec08d9a0af1d2c6be5a0b5f6,"What do you do when you pray, even if you are paralyzed?",go to church,speak to god,praise god,kneel,sincere,1,"Paralyzed people can't kneel, and it's difficult to get to church","When someone is paralyzed, they may be unable to go to church, but they can still speak to god. Religion can provide a way of making sense of suffering, and speaking to god can help alleviate feelings of guilt and shame. "
5d67e944a1881041ae7976372799db5e,How often are secular parties held?,short term,crowd,unpredictable,frequent,eternal,3,Frequent is the only word out of the three choices that would describe how often something occurs.,"Secular parties are usually held on a regular basis, such as once a week or once a month. This allows for a consistent schedule and makes it easier for people to participate. "
ab94e8fce91b35520878f89920d4c7a6,Where might a catwalk be quiet?,fieldhouse,construction site,new york city,theater,stadium,3,cat walk is the slowest walk ever in all other formats,A catwalk can be quiet in a theater. The theater is a good place to hide since it is usually quite dark and there is usually no noise from the construction site or fieldhouse.
eeb771a3c78a2e9478a1d72d80997461,If I were to stand up and put my leg in front of the other leg repeatedly I would do what?,legs ached,have to say,move around,start walking,fall down,3,Walking is the only activity where you put one leg in front of the other,"Standing up and repeatedly putting your leg in front of the other leg will cause the legs to ache. To make sure that the legs are able to withstand the strain, it is best to start walking."
f3cce10967ba62bf096b4eac519821bd,If you have trouble beginning work you're suffering from what?,sitting down,excitement,tiredness,progress,procrastination,4,that's the best option since that's where there are more roses,Having trouble beginning work indicates that you are suffering from procrastination. This is because procrastination is the act of delaying tasks or postponing activities even though they are of importance or urgency.
02cf228bc732003ae0b6c910a3af1cbd,What is a body of water similar to a stream is called?,synagogue,pastry,ocean,brook,cup of coffee,3,Because a book is similar toa stream,"A brook is a body of water similar to a stream, which is usually fast-moving and shallow. It is typically found in mountainous areas, and is often surrounded by vegetation.  It is often the source of water for nearby streams and rivers.  A brook is also a common feature of many lakes and ponds.  It is often characterized by its vibrant colors and diverse wildlife."
0df36ca4e1767525f4e0d57013b3dfd7,Where do you see clouds?,ground level,sky,air,top of mountain,top of building,1,Location of clouds are in the sky.,"Clouds can usually be seen in the sky. They are formed by tiny water droplets that mix with dust particles and are suspended in the air. These droplets can come from natural sources such as volcanic eruptions and wildfires, as well as from human activities such as burning fossil fuels and industrial processes."
308b1c17a0dc5273d442dba191789de7,Where would you put a folding chair if you do not plan to use it and you do not have any large doors in your house?,roof,school,beach,closet,garage,3,the folding chair in my house put in the closet by varranda,A closet is a good place to store a folding chair because it is small and has no windows or doors. It is also easy to access and can provide ample storage space.
b2266698eccd6456b10ab36bff5532a9,"The museum made an odd choice for the koala display, they put the stuffed creature in what area where you'd usually find a panda?",jungle,bamboo grove,australian outback,china,child's book,1,Pandas eat bamboo and a museum is not located in a child's book or the austrailian outback.,"Because a chess set is a collection of chess pieces, it would be a good place to store a chess pawn when it is not being used. "
9765356cd545c84e9131250d0c201c81,"What chore might a child have to do after breakfast, before getting on the bus?",drop out of school,ask questions,enter school,wash dishes,read book,3,This choice was the only job compared to the other choices,"After breakfast, a child should usually clean up their room and do some other chores, such as washing dishes."
ff5d529d587189d035a1d51859dfd823,"John was working late at night in a Casino.  When he got off work, he looked for a bar but couldn't find one.  Where might he go instead?",restaurant,nightclub,las vegas,atlantic city,new york city,1,place of employment of business,"John might enjoy going to a nightclub instead of a bar. There might be more activity and atmosphere at a nightclub than at a bar, and it would be easier to find something to enjoy. "
9cdc71eb5fc6b8b76b4768564ea3fe1e,"He was eating too much and the doctors warned him, what was his condition?",gain weight,obesity,getting fit,getting sick,gas,1,Obesity is the most likely thing a doctor would warn someone about because they were eating too much.,"Eating too much can cause weight gain, which is obesity.  Eating too much can also cause health problems such as diabetes, heart disease, and stroke.  Therefore, the doctors warned him that he was becoming obese."
07509edade87f1084984607ae7de0323,"A sloth climbs slow, but it can eventually reach all the way up where?",forest canopy,universe,tropical rainforest,large trees,nature preserve,0,"The sloth is a mammal that lives in the trees of South America. They have a slow and peculiar way of moving about. In fact, they are the slowest land mammals and travel very sluggishly on the ground (0.025 m/s–0.050 m/s)","A sloth climbs slow, but it can eventually reach all the way up where? It can climb the trees, reaching heights of up to 50 feet, or it can even hang from the branches like an acrobat.  It relies on its excellent grip and balance to keep itself up and moving around the tree.  It is also able to use its body weight to help itself climb faster.  As it moves up, it can even use its claws to help itself grip the tree bark.  It is an incredibly intelligent and adaptable animal and is well known for its unique talent."
94868aa3b63a447c12049a64c27e668f,Where the newspaper landed if not on the porch?,roof,front door,lawn,subway,library,2,Newspapers are not delivered to the subway or stuck to the front door.,The newspaper landed on the lawn.
457500ce2c0634a036329a8c2f27fe6c,What happens to people when they do not have enough food?,eat fish,they steal,talk to each other,write stories,die of starvation,4,"Well, not being able to eat anything makes one die easily.","Without enough food, people can become ill, suffer from malnutrition, and may even die from starvation."
b7891e9cdf1db70b70da0234b6a0265c,What do you need to do with a friend before going to play?,happy,sit,compete,meet,being entertained,3,first part is meet and then we move into play,"Before playing a game of chess, it is important to get along with your opponent and establish a good relationship.  Therefore, it is important to meet your friend's needs by providing a comfortable environment and engaging them in conversation."
5db01b9e3d8cad2ca6ea6807eb4ba2d6,"He explained that the concept was corporeal and the student should be able to grasp it, but the student found the ideas what?",intangible,intangible,spiritual,insubstantial,incorporeal,0,That means that it is something that can't be touched.,"An intangible concept is one that cannot be seen, felt, or touched. It is usually associated with something that is invisible, such as a thought, emotion, or quality of life. Intangibles are often considered to be of a spiritual nature and are difficult to quantify."
d581e0ad6a4c89465dc1a527bd2d3f77_1,"The trainer disregarded the disability in his client, what did the trainer actually see?",competency,competence,potential,strength,low income,2,"He saw the client had the potential, or the ability, to do something great.","The trainer saw potential in his client's abilities, which could be interpreted as an indication of capability and capability.  This suggests that the trainer believed his client had the potential to achieve success, regardless of their disability.  The trainer's disregard of the client's disability could be seen as a positive example of empathy and understanding.  It implies that the trainer was willing to work with the client despite the disability, which could be seen as an indication of the trainer's trust in the client.  The low income choice does not fit the context of the question, so it is not included in the answer."
